"en","Comment"
"Kiros
“If we wanna make it out of here alive,
 we'll need to survive the local wildlife, too.”",""
"Laguna
“Well, you see...{Wait048}
 It's just that, uhh...”",""
"Kiros
“Don't tell me we're lost again.”",""
"Laguna
“What?!{Wait032} 
 Of course not!”{NewPage}Laguna
“I..{Wait032}uhh...{Wait032}think the
 truck's just up ahead!”{NewPage}Laguna
“Come on!{Wait032}
 I can see it already!”",""
"Ward
“W-Wait!  Laguna!”",""
"#gwpool2","821"
"karidesu",""
"",""
"",""
"#gwroad1","822"
"{Quistis}
“We're not too far from
 {Galbadia} Garden, now.”{NewPage}{Quistis}
“It's right on the other
 side of this forest.”",""
"{Selphie}
“Heeey, I was just thinking...”",""
"{Selphie}
“What if the president already talked
 to the headmaster in {Galbadia}?”",""
"{Selphie}
“Do you think he might force Headmaster
 Martine to turn us all in!?”",""
"(Anything's possible.)",""
"{Zell}
“Of course!{Wait032}  That's why we have to 
 get there as fast as we can!”{NewPage}{Zell}
“Before the word spreads about us!{Wait064}
 Come on!{Wait048}  Let's just keep going!”",""
"{Zell}
“I...{Wait032}I'm worried about
 {Balamb} Garden.”{NewPage}{Zell}
“Listen guys...”",""
"{Zell}
“I'm sorry...”{NewPage}“If something happens to 
 the Garden, it's all my fault.”{NewPage}“I'm the one who said
 where we were all from...”",""
"{Zell}
“{Squall}!?{Wait048}  Do you think the president would
 really retaliate against our Garden?”",""
"{Squall}
“Maybe...{Wait048} I'd be more worried about
 what the Sorceress might do.”",""
"{Zell}
“...Man...{Wait032}this time I...{Wait064}
 I'm...{Wait048}so sorry....”",""
"{Zell}
“But, even if Galbadia does
 attack Balamb...”{NewPage}{Zell}
“We have a whole bunch of SeeDs
 there, right!?”{NewPage}{Zell}
“They wouldn't lose to the
 {Galbadia}n army...{Wait064}would they?”",""
"{Squall}
“Who knows?{Wait048} They have far more
 soldiers than we have SeeDs.”{NewPage}{Squall}
“And if they have the support of
 the {Galbadia}n Garden, as well?”",""
"{Zell}
“I know...{Wait048}but...”{Wait048}",""
"{Rinoa}
“Oh, you're just a great
 leader, aren't you!”",""
"{Rinoa}
“Do you actually have fun acting so
 callous towards everyone?”",""
"(...No one was
 talking to you...)",""
"{Rinoa}
“At a time like this, why don't you
 show us some support, huh?”",""
"(...It's called being
 realistic...)",""
"{Rinoa}
“Is it too much to ask for ANY
 kind of encouragement?”{NewPage}{Rinoa}
“Anything to help us feel like
 things will be okay?”",""
"(But things might NOT be okay.
 I can't lie about the facts....){NewPage}(Do you ever think before
 you speak?)",""
"{Rinoa}
“Don't you worry about...{Wait048}or even THINK
 about the well-being of your team!?”",""
"(Of course, but I'm not their mother.){NewPage}(They need to rely on themselves.)",""
"{Rinoa}
“You understand what I mean...{Wait048}
 ...right...?{Wait048}  Don't you!?”{Wait032}",""
"(...Whatever.)",""
"{Rinoa}
“Are you even listening to me!?”",""
"(...What the!?)",""
"(...This sensation...)",""
"{Quistis}
“Uhh...”",""
"{Selphie}
“M...{Wait032}Me, too...”",""
"{Rinoa}
“What's going on!?”",""
"{Zell}
“I think...{Wait032}
 they went to the ‘dream world'.”",""
"{Zell}
“Was it Laguna again...?”",""
"{Selphie}
“Laguna and his friends got into
 some serious trouble...”{NewPage}{Selphie}
“I sure hope they'll be okay!”",""
"{Quistis}
“This doesn't appear to be the first time
 you all have experienced this.”{NewPage}{Quistis}
“Would you mind enlightening me...{Wait064}
 What the HELL just happened!?”",""
"(No one has any idea...{Wait064}
 If I were the only one experiencing it...){NewPage}(...then I might be able to brush it off as
 a crazy dream...{Wait064}but all of us?){NewPage}(This couldn't be caused by the Sorceress...{Wait048}
 ...{Wait048}could it? {Wait064} Do they even have such powers?)",""
"{Squall}
“{Quistis}...{Wait032}this happened once before,
 on the train to Timber.”{NewPage}{Squall}
“A collective hallucination, or maybe
 some subversive magical attack...?”",""
"{Squall}
“Whatever it is...{Wait048}
 We really have no clue.”{NewPage}{Squall}
“We'll have to make a full report
 when we return to Balamb.”",""
"{Zell}
“Yeah, let's save the questions for
 when we get back to the Garden!”{NewPage}{Zell}
“I don't really think we should be
 wastin' any more time...”",""
"{Rinoa}
“Umm...{Squall}...”{NewPage}{Rinoa}
“About everything I said earlier.{Wait064}
 Well...”{NewPage}{Rinoa}
“Everything that's happening...{Wait064}
 the President, and...{Wait128}the Sorceress.”{Wait048}{NewPage}{Rinoa}
“I think the stress of it all has
 been starting to get to me.”{NewPage}{Rinoa}
“...{Wait048}And I couldn't understand why
 you weren't listening to me...”{NewPage}{Rinoa}
“But, I know there's a lot going
 on right now...”{NewPage}{Rinoa}
“So...{Wait032}
 I just wanted to say...”{NewPage}{Rinoa}
“...that...{Wait048}I'm sorry...{Wait064}
 I think I overreacted.”",""
"(Yeah.{Wait048}  You did...{Wait048}...{Wait032}...{Wait048}
 Forget about it...){Wait064}",""
"#rgair1","823"
"No motion",""
"(Wh...{Wait032}Why is she looking
 at me like that?)",""
"{Rinoa}
“{Squall}?”",""
"{Rinoa}
“Thank you, {Squall}.”",""
"{Rinoa}
“You rescued me again.
 I can't thank you enough.”",""
"{Squall}
“You don't have to thank me.”{NewPage}{Squall}
“I...{Wait032}just did what needed to be done...{Wait064}
 ...what felt right at the time.”",""
"(Huh...?)",""
"{Rinoa}
“The space suit was in our way before...”",""
"(Are you kidding me?)",""
"{Rinoa}
“{Squall}!?{Wait032}  Come here and
 give me a hug!”",""
"({Rinoa}...)",""
"{Rinoa}
“A real tight one!”",""
"{Rinoa}
“{Squall}. I was never so
 scared in all my life.”{NewPage}{Rinoa}
“Just hug me, and remind
 me that I'm still alive!”",""
"(We're both alive...){NewPage}(...and that's all that matters.)",""
"(But we don't have time for this...)",""
"{Squall}
“{Rinoa}, I'm sorry, but we don't have
 time for that kind of stuff.”{NewPage}{Squall}
“I know you were out for a while, but do
 you understand what just happened?”{NewPage}{Squall}
“You just released Sorceress Adel
 from her prison...”{NewPage}{Squall}
“And by now, all of Esthar will be aware
 that you're a sorceress, too.”{NewPage}{Squall}
“We're safe, now, but we don't know
 how we can get back to the planet.”",""
"{Squall}
“So, if you don't mind, save any hugs for when
 we have a better handle on our situation.”",""
"{Rinoa}
“A better handle on the situation?”{NewPage}{Rinoa}
“Alright...{Wait048}but I'll hold you to that.”",""
"{Squall}
“Whatever you say.”{NewPage}{Squall}
“Now let's get a look around.”",""
"#rgair2","824"
"Test",""
"Quistis
“This is my territory.
 I can only play you here.”",""
"Quistis
“Do you want to play?”
Yes
No",""
"Quistis
“Let's see... Where are my cards...?”",""
"Quistis
“Alright, I'm ready.”",""
"Quistis
“You must have at least
 5 cards to play against me.”",""
"Quistis
“Why don't we include
 {Balamb}'s rules?”",""
"Quistis
“Why don't we include
 {Galbadia}'s rules?”",""
"Quistis
“Why don't we include
 {Trabia}'s rules?”",""
"Quistis
“Why don't we include
 {Centra}'s rules?”",""
"Quistis
“Why don't we include
 {Dollet}'s rules?”",""
"Quistis
“Why don't we include
 FH's rules?”",""
"Quistis
“Why don't we include
 Lunar's rules?”",""
"Quistis
“Why don't we include
 {Esthar}'s rules?”",""
"Quistis
“Why don't we include
 the {Blue}‘open'{White} rule?”",""
"Quistis
“Why don't we include
 the {Blue}‘same'{White} rule?”",""
"Quistis
“Why don't we include
 the {Blue}‘plus'{White} rule?”",""
"Quistis
“Why don't we include
 the {Blue}‘random'{White} rule?”",""
"Quistis
“Why don't we include
 the {Blue}‘sudden death'{White} rule?”",""
"Quistis
“Why don't we include
 the {Blue}‘retry'{White} rule?”",""
"Quistis
“Why don't we include
 the {Blue}‘same wall' rule?”",""
"Quistis
“Why don't we include
 the {Blue}‘elemental'{White} rule?”",""
"Quistis
“Why don't we stop using
 the {Blue}‘open'{White} rule?”",""
"Quistis
“Why don't we stop using
 the {Blue}‘same'{White} rule?”",""
"Quistis
“Why don't we stop using
 the {Blue}‘plus'{White} rule?”",""
"Quistis
“Why don't we stop using
 the {Blue}‘random'{White} rule?”",""
"Quistis
“Why don't we stop using
 the {Blue}‘sudden death'{White} rule?”",""
"Quistis
“Why don't we stop using
 the {Blue}‘retry'{White} rule?”",""
"Quistis
“Why don't we stop using
 the {Blue}‘wall same'{White} rule?”",""
"Quistis
“Why don't we stop using
 the {Blue}‘elemental'{White} rule?”",""
"“{Balamb}”",""
"“{Galbadia}”",""
"“{Trabia}”",""
"“{Centra}”",""
"“{Dollet}”",""
"“FH”",""
"“Lunar”",""
"“{Esthar}”",""
"“No optional rules”",""
"#rgair3","825"
"No motions are included.
They are floating.",""
"(...There's air...)",""
"(...Ok?)",""
"【Save Point】
 Access the Menu and select
[Save] to save your game.",""
"#rgcock1","826"
"Event in development
No lift implemented
Match character with sound
Report only bugs for this scene",""
"Tweaking event
Skip to back at earth scene",""
"{Rinoa}
“Wow!{Wait032}
 Look at that!”",""
"(Is this thing still functional?){NewPage}(Can we steer it...?)",""
"{Rinoa}
“Huh?  Did you say something?”",""
"{Rinoa}
“Hey, {Squall}! 
 What's that?”{NewPage}{Rinoa}
“It sounds like
 someone talking...”",""
"(Is there a volume control?)",""
"“This is the {Esthar} Airstation.”",""
"(...?)",""
"“Broadcasting on all channels.
 Any and all survivors, please respond.”",""
"(A distress response call...?)",""
"“To all survivors of the Lunar Station,
 please respond.”",""
"{Squall}
“Hello?{Wait032} 
 Can anyone hear me?”",""
"“...{Wait032}...{Wait032}Yes, we hear you.
 This is the {Esthar} Airstation.”{NewPage}“Who are we speaking with?”",""
"{Squall}
“This is a survivor from the
 Lunar Station.”{NewPage}{Squall}
“I'm calling from a derelict ship.
 The Ragnarok, I believe...”",""
"“The Ragnarok?{Wait032}  Really!?{Wait048}
 Out in space!?”{NewPage}“Hold on one moment, we'll try
 to triangulate your position.”",""
"(Then what...?{Wait048}
 Can they send someone?)",""
"”Ragnarok...{Wait032} It's been 17 years
 since that ship's been manned.”{NewPage}”How did you manage to get
 aboard?”",""
"{Squall}
“We found the ship while
 escaping the Lunar Station.”{NewPage}{Squall}
“Is there any way you can
 get us down to the planet?”",""
"“Yes, of course.  Just leave it to us!
 As long as you have enough fuel.”{NewPage}“Enter your location into the atmospheric
 reentry program.  It's not hard.”{NewPage}“Once you enter the atmosphere, we can
 guide you down.  You'll be just fine.”",""
"{Squall}
“How do I enter the data?”",""
"“Just follow my instruction, sir.
 I'll take you step by step.”",""
"“Are you in the pilot seat?”",""
"{Squall}
“Which one is that?”",""
"“It's the one in the front,
 on the right.  Go sit there.”",""
"{Squall}
“Ok, I'm here.”",""
"“See the touch panel in front of you?”",""
"{Squall}
“Yeah, I see it.”",""
"“The rest is easy.
 Just enter the following data.”",""
"{Squall}
“Go ahead.”",""
"“WJHEIE/...”",""
"{Squall}
“Entered.”",""
"“Then... 2872/HD-IEU”",""
"“No errors?”",""
"{Squall}
“It's fine.”",""
"“Next, I'm sure you're ok, but
 there's something I need you to do.”",""
"“Turn off the
 gravity generator.”{NewPage}“This should save some fuel.”{NewPage}“Use the same touch
 panel to turn it off.”",""
"{Squall}
“Alright.”",""
"(This must be it.)",""
"{Squall}
“Done.”",""
"“Congratulations.
 You're home free, Ragnarok.”",""
"“And...”{NewPage}“There's one more thing
 we need to tell you.”",""
"“From all of us at Ground Control,
 we wish you godspeed.”",""
"{Squall}
“Thanks.”",""
"{Rinoa}
“Hey!?”",""
"{Rinoa}
“{Squall}......”",""
"{Squall}
“Go sit over there.
 Put your seatbelt on.”",""
"{Rinoa}
“We'll be home soon?”",""
"{Squall}
“Hopefully.”",""
"{Squall}
“Now go sit down.”",""
"{Rinoa}
“Just a little longer.”",""
"{Squall}
“Why are you holding onto me
 like this?”",""
"{Rinoa}
“You don't like this, {Squall}?”",""
"{Squall}
“Just not used to it.”",""
"{Rinoa}
“When you were little,”{NewPage}“didn't you feel safe and secure
 being held by your parents?”",""
"{Squall}
“I can't remember anything
 about my parents...”{NewPage}“I was at Edea's orphanage before
 I knew any better.”",""
"{Squall}
“Edea was nice, but she
 was always busy.”",""
"{Squall}
“But...Ellone was
 there for me.”",""
"{Squall}
“Ellone was there
 to hold my hand.”",""
"{Rinoa}
“Made you feel safe and secure?”",""
"{Squall}
“Sure.”{NewPage}“But she left.
 Just disappeared.”",""
"{Squall}
“I'm afraid...”{NewPage}“Afraid of having that feeling of
 comfort taken away.”",""
"{Squall}
“To feel...
 loved and secure...”{NewPage}“I don't know if I can bear
 losing all that again.”",""
"{Rinoa}
“You were afraid
 of losing us?”{NewPage}“Is that why you
 kept your distance?”",""
"{Squall}
“I was always alone...”",""
"{Rinoa}
“{Squall}...”
“You missed out on all
 the good things in life.”",""
"{Rinoa}
“You've missed out
 on so much.”",""
"{Squall}
“Maybe.”",""
"{Rinoa}
“Definitely.”",""
"{Rinoa}
“I like it like this.”",""
"{Rinoa}
“I liked having my
 mom hold me.”{NewPage}“My dad, too, back when
 we got along.”",""
"{Squall}
“I'm not your mom.”",""
"{Rinoa}
“No, of course not.”{NewPage}“But now... {Squall}, you're the one
 who gives me the most comfort.”",""
"{Rinoa}
“Comfort and
 happiness...”",""
"{Rinoa}
“And annoyance and
 disappointment, too!”",""
"{Squall}
“...Whatever.”",""
"{Rinoa}
“Whatever.”",""
"{Rinoa}
“Ever since my mom died
 and dad became too busy...”{NewPage}“I've never longed to
 touch someone this much.”{NewPage}“I'm serious.
 Totally serious.”",""
"{Squall}
“Ok, ok, I believe you.”",""
"{Rinoa}
“Making sure you're not
 jealous, that's all.”",""
"{Rinoa}
“You're no fun.”",""
"{Squall}
“Jealous?  Of who?”",""
"{Rinoa}
“Oh, nothing.”{NewPage}“You don't care about
 other people's past.”",""
"(What the...?)",""
"(Oh... I get it.)",""
"{Squall}
“You mean...
 Seifer?”",""
"{Rinoa}
“Jealous now?”",""
"(Am I?)
(Yeah, I'm jealous)
(Nah...)",""
"{Squall}
“Curious, maybe.”",""
"{Rinoa}
“Hahaha...”",""
"{Squall}
“You're acting strange.”",""
"{Rinoa}
“You don't have to worry.
 It's all in the past now.”",""
"(All in the past...)",""
"(I guess so.)",""
"{Squall}
“Nah, not really.”",""
"{Rinoa}
“Not even a little bit?”",""
"{Rinoa}
“I guess it doesn't matter.”",""
"(What do you want me to say?)",""
"(What can I do?)",""
"{Squall}
“You should get back to your seat now.”",""
"{Rinoa}
“Just a little longer.”",""
"(You'll be safer
 in your seat.)",""
"{Rinoa}
“We're gonna make it home, right?”",""
"{Squall}
“We can only hope.
 There's not much we can do.”",""
"{Rinoa}
“When we get back...
 We won't be able to stay together, huh?”",""
"{Squall}
“...Maybe.”",""
"{Squall}
“No one can predict the future,
 there are no guarantees.”{NewPage}“Those were your
 words, {Rinoa}.”",""
"{Rinoa}
“That's not what I meant.”",""
"{Squall}
“We'll figure out what to do
 once we get back.”",""
"{Rinoa}
“They'll all be angry at me.”",""
"{Squall}
“Angry?”",""
"“This is Ground Control.
 Ragnarok, please respond.”",""
"{Squall}
“This is the Ragnarok.”",""
"“We have some questions for you.”",""
"“We are collecting escape pods
 from the Lunar Base.”{NewPage}“We have a good idea of what
 happened up there.”",""
"“I hear no one from Lunar
 Base is on the Ragnarok.”",""
"“How many of you
 are there?”",""
"{Squall}
“Just two.”",""
"“I see...
 Your names?”",""
"{Squall}
“{Squall}.  I'm a SeeD from
 {Balamb} Garden.”",""
"“And the other?”",""
"{Squall}
“...{Rinoa}.”",""
"“{Rinoa}?”",""
"“The sorceress!?
 She's on the ship!?”",""
"(So... It's true?
 {Rinoa} is a sorceress?)",""
"{Rinoa}
“I've...become a sorceress.  I can't
 stay with you anymore, {Squall}.”",""
"“Respond, Ragnarok!”",""
"{Rinoa}
“I don't want the future.
 I want the present to stand still.
 I just want to stay here with you...”",""
"({Rinoa}...)",""
"{Rinoa}
“Nobody would want to be
 around me anymore...”",""
"“The sorceress will be seized upon arrival.
 Be sure to follow the crew's instructions.”",""
"{Rinoa}
“I'm...scared.”",""
"“{Squall}, do you copy?
 Is the sorceress listening, too?”",""
"{Rinoa}
“I'm scared, {Squall}.”",""
"{Rinoa}
“I don't wanna go back.”",""
"{Rinoa}
“Goodbye, {Squall}.”",""
"#rgcock2","827"
"“Test”",""
"“Temp First time to WM”",""
"“Temp place stopped right before”",""
"“Temp After transfering at FH”",""
"{Selphie}
“Whoo-hoo!  We're flying!”",""
"{Irvine}
“Uhh...{Wait032}no worries...{Wait032}
 {Selphie} didn't kill us...”",""
"{Squall}
“You sure you can fly this?”",""
"{Selphie}
“Are you kidding me?
 If you've flown one, you can fly 'em all!”{NewPage}{Selphie}
“And I can promise that I won't crash!{Wait096} 
 Kinda...”",""
"{Selphie}
“But I'm really not sure what this does...{Wait096}
 Or that!{Wait064}  Or this...{Wait064} Oh!!{Wait048}  And that, too!”",""
"(That's reassuring...)",""
"{Squall}
“{Selphie}, we're heading back to Esthar.”{NewPage}{Squall}
“Our destination is the {Blue}【Sorceress Memorial】{White}.”{NewPage}{Squall}
“Our mission, to rescue {Rinoa}.”",""
"{Quistis}
“You okay, {Rinoa}?”{NewPage}{Quistis}
“They didn't hurt you, did they?”",""
"{Rinoa}
“I'm fine.”{NewPage}{Rinoa}
“Just a little...{Wait048}embarassed.”",""
"{Quistis}
“Embarassed?”{NewPage}{Quistis}
“What do you mean?”",""
"{Rinoa}
“Well, the way you all came to
 rescue me...”{NewPage}{Rinoa}
“I just never imagined anyone would
 do that...{Wait064}once they knew...”",""
"{Rinoa}
“It's kind of a lot
 to take in.”",""
"{Irvine}
“But you're a part
 of the team!”",""
"{Selphie}
“Yeah,
 you're one of us, now!”{NewPage}{Selphie}
“We wouldn't let you get sealed
 away like that nasty Adel!”",""
"{Rinoa}
“Thanks...{Wait032}I...{Wait048}really can't tell you
 how much that means to me...”",""
"{Zell}
“Well, {Squall}, you're
 awfully quiet.”",""
"(That's because there's a lot
 to think about...)",""
"{Quistis}
“As resident expert in 
'{Squall} Observation'...”",""
"{Quistis}
“I'd say he's already worrying
 about our next move.”",""
"{Quistis}
“And, given the predicament that
 {Rinoa}'s powers have put us in...”",""
"{Quistis}
“...I completely agree...{Wait064}
 We need a plan as soon as possible.”",""
"{Squall}
“...{Wait032}...{Wait048}We should get in touch with Dr. Odine,
 and find out what he learned about {Rinoa}.”{NewPage}{Squall}
“And soon we'll have to confront {Seifer},
 again, and stop the {Blue}Lunatic Pandora{White}.”",""
"{Zell}
“I still don't get why he used the
 Lunar Cry against Esthar...”{NewPage}{Zell}
“It's not like they were gonna start
 attacking {Galbadia} again, right?”",""
"{Quistis}
“You don't know that. Esthar's culture seems
 to have become very anti-sorceress...”{NewPage}{Quistis}
“And the Matron said that {Seifer} is still
 following the plan that she provided him.”",""
"{Zell}
“Well, I guess you're right.”",""
"{Zell}
“As far as preemptive attacks go,
 it was really effective.”",""
"{Squall}
“I'm not exactly sure how, but {Seifer} is still
 under strong sorceress influence.”{NewPage}{Squall}
“And if he helped release Sorceress Adel
 from her seal...”",""
"{Zell}
“Yeah!{Wait032}  Now we're gonna have
 to stop Adel, too.”{NewPage}{Zell}
“We're SeeDs, right?
 It's our job to eradicate sorceresses.”",""
"{Zell}
“It's time to kick some
 sorceress ass!”",""
"{Squall}
“Zell!!”",""
"{Zell}
“Oh...{Wait032}uhh...{Wait048}I mean...{Wait064}
 Sorry, {Rinoa}...”",""
"{Irvine}
“So {Squall}, are we going to the Pandora?”{NewPage}{Irvine}
“Or should we make a stop in Esthar?”",""
"{Rinoa}
“Umm...”",""
"{Rinoa}
“Do we have to go to Esthar
 right away?”{NewPage}{Rinoa}
“I...{Wait032}I think I need some time to rest,
 to be away from people...”",""
"{Quistis}
“Where would you rather go?”{NewPage}{Quistis}
“Deling?{Wait048}  Timber?”",""
"{Selphie}
“How about we visit the old
 orphanage, again?”{NewPage}{Selphie}
“It'd be a great place to
 lay low for a while!”",""
"{Rinoa}
“I guess...{Wait032}I just don't want to go
 to Esthar...{Wait064}not quite yet.”",""
"{Squall}
“Yeah, we can do that.”{NewPage}{Squall}
“We'll head to the old orphanage
 on Centra, {Blue}【Edea's House】{White}.”",""
"Selphie
“Okay...”",""
"Selphie
“{Rinoa}'s rescue mission!
 So exciting!”",""
"Quistis
“You're starting to be
 more spontaneous.”",""
"Zell
“Whatever happened to that ring?
 The one with the monster head.”",""
"{Irvine}
“You know where we're goin'?”
Yes
No",""
"{Irvine}
“{Quistis}!  Let's go!”",""
"Irvine
“You heard him, {Selphie}!”",""
"Irvine
“Zell!  Let's go!”",""
"Selphie
“Matron's back to being
 a regular person now.”",""
"Quistis
“I wonder how Matron is doing?
 What is she going to do from now on?”",""
"Zell
“I wasn't thinkin' when I said those
 things in front of {Rinoa} earlier...”",""
"Zell
“I don't care if {Rinoa}'s a sorceress!
 She's still our friend!”",""
"{Rinoa}
“I'm going through so many
 emotions all at once...”{NewPage}“I'm happy, sad, angry, worried...
 I'm starting to feel schizophrenic.”",""
"{Rinoa}
“Will I ever be at peace...?”",""
"Selphie
“Since Esthar's such a powerful country,
 they must have some big plan ready!”",""
"Quistis
“Sorceress Edea passed on her
 powers to {Rinoa}.”{NewPage}“Sorceress Adel is back
 from outer space.
 That's about it, so far.”",""
"Quistis
“I hope it's not {Rinoa}.”",""
"Zell
“Isn't Sorceress Adel back in
 Esthar now?  Are you sure
 this ain't Adel's trap?”",""
"Zell
“I'm gettin' cold feet.
 Maybe I am a chicken...”",""
"{Rinoa}
“What's the plan?
 Can I come along?”",""
"Selphie
“I can't believe I actually
 met Sir Laguna!”",""
"Quistis
“President Laguna and Dr. Odine...
 Do you think they're trustworthy?”",""
"Zell
“We'll leave it up to you, {Squall}.”",""
"{Rinoa}
“I'm still scared.”",""
"Selphie
“‘Lunatic Pandora', here we come!
 Sir Laguna's plan's gonna work!”",""
"Quistis
“Now it's up to us.”",""
"Zell
“First, we rescue Ellone.  Then defeat
 Sorceress Adel before her awakening.”{NewPage}“Then Ultimecia can only possess {Rinoa}.
 Ultimecia possesses {Rinoa}.  Ellone sends
 them both back to the past.”{NewPage}“Wait for Ultimecia to use the time
 compression magic.  Fight her inside
 compressed time, and then, VICTORY!”",""
"Zell
“Heh-heh, easy money!”",""
"{Rinoa}
“I'll be ok...
 {Squall}'s with me...”",""
"Selphie
“No turning back now!”",""
"{Quistis}
“Raijin and Fujin... {Seifer} is next,
 isn't he?”{NewPage}{Quistis}
“I never wanted things to end
 this way.  I hate it.”{NewPage}{Quistis}
“I wish I had never let him come
 with me to Timber...”",""
"{Zell}
“Are we gonna have to fight
 {Seifer}, again?”",""
"{Rinoa}
“I'm ready...
 Whatever happens...”{NewPage}{Rinoa}
“I'm just gonna do my best.
 No fear...”",""
"(We have to fight anyone who
 stands against our plan...)",""
"Selphie
“Phew...”",""
"Zell
“That was brutal.”",""
"Quistis
“Are we going according to plan?
 I'm really worried.”",""
"{Rinoa}
“I'm fine now!
 No use being afraid.”{NewPage}{Rinoa}
“I'm the key to this plan, right?
 I have to be strong!”",""
"{Rinoa}
“{Squall}, when this is all over,
 you owe me big time!”{NewPage}{Rinoa}
“YOU know what I mean!{Wait064}
 Got it?”",""
"Quistis
“We're almost there...
 We're almost done.”",""
"Zell
“Let's finish this...”",""
"Selphie
“This is getting rough!”",""
"{Rinoa}
“Even if Ultimecia is defeated,
 it won't change the fact that
 she was born.”{NewPage}“My powers will be carried on across
 generations and eventually
 reach Ultimecia.”{NewPage}“What does it mean to inherit
 Ultimecia's power?”",""
"(Should I go down?)
Go down
Stay",""
"Laguna
“Selphie Tilmitt!
 Can you hear me?”",""
"Laguna
“Quistis Trepe!
 Can you hear me?”",""
"Laguna
“Zell Dincht!
 Can you hear me?”",""
"Selphie
“Loud and clear!”",""
"Quistis
“I hear you, president!”",""
"Zell
“Yo, what's up, prez!?”",""
"#rgcock3","828"
"",""
"{Rinoa}
“Wow!”",""
"(I have to...
 fly this thing?)",""
"{Rinoa}
“Huh?  Did you say something?”",""
"{Rinoa}
“{Squall}, it's
 trying to talk.”",""
"(Volume?)",""
"“This is {Esthar} Airstation.”",""
"(It's...)",""
"“Ragnarok, do you read?
 Ragnarok, do you read!?”",""
"(...a radio signal.)",""
"“This is Airstation.
 Do you copy?”",""
"{Squall}
“This ship is the Ragnarok?”",""
"“Whoa!
 Is this really the Ragnarok?
 You're in space, right?”",""
"{Squall}
“Yeah but, I have no idea where we are.”",""
"“Roger that!
 We can track you from here.”",""
"(We can go home...?)",""
"“Ragnarok... It's been 15 years!”",""
"{Squall}
“Can we make it back?”",""
"“Leave it to us!
 You should have enough fuel.”{NewPage}“Enter your location into the atomospheric
 reentry program and you'll be ok.”{NewPage}“Once you enter the atomosphere, we can
 guide you down.  You'll be just fine.”",""
"{Squall}
“How do I enter the data?”",""
"“No sweat.
 We'll take this step by step.”",""
"“Are you in the pilot seat?”",""
"{Squall}
“There's too many seats here.”",""
"“It's the one on the right.
 Go sit there.”",""
"{Squall}
“Ok, I'm here.”",""
"“See the touch panel in front of you?”",""
"{Squall}
“Yeah, I see it.”",""
"“The rest is easy.
 Just enter the following data.”",""
"{Squall}
“Go ahead.”",""
"“WJHEIE/...”",""
"{Squall}
“Entered.”",""
"“Then... 2872/HD-IEU.”",""
"“No errors?”",""
"{Squall}
“It's fine.”",""
"“Next, I'm sure you're ok, but
 there's something you should do.”",""
"“Turn off the
 gravity generator.”{NewPage}“This should save some fuel.”{NewPage}“Use the same touch
 panel to turn it off.”",""
"{Squall}
“Alright.”",""
"(This must be it.)",""
"{Squall}
“Done.”",""
"“Congratulations.
 You're home free, Ragnarok.”",""
"“And...”",""
"“There's one more thing
 we need to tell you.”",""
"“From all of us at Ground Control,
 we wish you godspeed.”",""
"{Squall}
“Thanks.”",""
"{Rinoa}
“Hey!?”",""
"{Rinoa}
“{Squall}......”",""
"{Squall}
“You should get your
 seatbelt on.”",""
"{Rinoa}
“I'd rather stay
 here...”",""
"{Squall}
“Feel safe, now?”",""
"{Squall}
“You should sit down.”",""
"{Rinoa}
“This is the safest
 I'll ever be...”",""
"{Squall}
“You don't have to hold
 on so tightly.”",""
"{Rinoa}
“Oh, don't I?”",""
"{Squall}
“What do you mean?”",""
"{Rinoa}
“Now that they know
 about me...”",""
"{Rinoa}
“This is the last time
 we'll have.”",""
"{Squall}
“We can escape.”",""
"",""
"{Squall}
“Leave {Esthar}, and {Galbadia}.”",""
"{Squall}
“Go somewhere far away.”",""
"{Rinoa}
“Run?
 For how long?”",""
"{Squall}
“......”",""
"{Squall}
“I...”",""
"{Squall}
“...don't know.”",""
"{Squall}
“What do you wanna do?”",""
"",""
"{Rinoa}
“I wanna hold on tight...”",""
"{Rinoa}
“...to every last moment
 we have.”",""
"{Squall}
“.........”",""
"{Rinoa}
“{Squall}...”",""
"{Rinoa}
“I wish I met you
 earlier in life.”",""
"{Rinoa}
“We've missed out
 on so much.”",""
"{Squall}
“Maybe.”",""
"{Rinoa}
“You know...”",""
"{Rinoa}
“I've never let anyone
 hold me like this.”",""
"{Rinoa}
“Not since my mom died.”",""
"{Rinoa}
“Is that strange?”",""
"{Rinoa}
“I loved being close
 to my parents.”",""
"{Squall}
“...I'm not your mom.”",""
"{Rinoa}
“{Squall}!!{Wait032}
 That's not what I meant!”",""
"{Rinoa}
“What I mean is, she used
 to make me feel safe.”",""
"{Rinoa}
“And now, so do you...”",""
"{Rinoa}
“At least, when you aren't
 making fun of me!”",""
"{Squall}
“...Whatever.”",""
"{Rinoa}
“Whatever.”",""
"///{Rinoa}
“Ever since my mom died
 and dad became too busy...”{NewPage}“I've never longed to
 touch someone this much.”",""
"///{Rinoa}
“I'm serious.
 Totally serious.”",""
"///{Squall}
“Ok, ok, I believe you.”",""
"///{Rinoa}
“Making sure you're not
 jealous, that's all.”",""
"///{Rinoa}
“You're no fun.”",""
"///{Squall}
“Jealous?  Of who?”",""
